titulo,precio,cantidad_visitas,fecha_publicacion,referencia,m2_constr,m2_utiles,dormitorios,banos,titularanuncio,descripcion_larga,amueblado,alarma,num_pisos,num_plantas,puerta_seguridad,acceso_minusvalido,porteria,terraza,zonas_verdes,planta,garaje,trastero,gastos_comunidad,tiene_piscina,exterior,tipo_fachada,tipo_suelo,calefaccion,aire_acondicionado,antiguedad,ascensor,agua_caliente,estado,emisiones_CO2,consumo_energia,armarios,orientacion,url,nombre_oficina,nuda_propiedad,web,fecha_descarga,tipologia,calle,distrito,cod_distrito,barrio,cod_barrio,codigo_Postal
"Piso en venta en TRAVESIA INFANTA MERCEDES, Cuatro Caminos, Tetuán",525.0, 1209,28/09/2023,RP2332023119003,115.0, 95 ,2.0,2,,"Redpiso pone a la venta exclusiva vivienda ubicada en Infanta Mercedes
Totalmente reformada se entrega en el estado que está. 
Distribuida en 2 dormitorios y 2 baños uno de ellos en suite. Ambos dormitorios con armarios empotrados y los baños con plato de ducha. 
Las fotos son originales de como está la vivienda. 
Exterior muy luminoso. Zona ajardinada. 
Calefacción y agua por gas natural y aire acondicionado en cada estancia
Cocina completamente equipada abierta al salón comedor que da al exterior
Reserve su cita antes que se quede sin el piso. 

627 52 19 40",,,,,,,,,,,,,,,1,,,,,,1,, Perfecto Estado,64 ,326 KW , 4,,https://www.redpiso.es/inmueble/piso-en-venta-en-travesia-infanta-mercedes-cuatro-caminos-tetuan-madrid-madrid-RP2332023119003,CUATRO CAMINOS-BERNABÉU,,redpiso,28/10/2024,Piso,,Tetuán,6,Cuatro Caminos,62,28020
"Piso en venta en PASEO SANTA MARIA DE LA CABEZA, Palos de Moguer, Arganzuela",530.0, 427,14/08/2024,RP1482024129470,109.0,,3.0,2,,"Redpiso Servicios Inmobiliarios zona Atocha, pone a disposición de sus clientes en exclusiva, una magnifica propiedad en pleno Paseo de Santa María de la Cabeza, en pleno corazón de Atocha. 

Ubicada en una agradable finca del año 1900 de 35 vecinos repartidos en 6 plantas, con ascensor. 
Se trata de una 5º planta exterior en esquina de 109m2, que cuenta con pasillo distribuidor, luminoso salón en dos ambientes con salida a dos balcones con vistas despejadas a la Glorieta del Emperador Calos V, amplia cocina independiente, tres dormitorios, uno de ellos con acceso a dos balcones, zona de vestidor, un baño completo con plato de ducha y un aseo. 

La vivienda dispone de calefacción y agua caliente individual, aire acondicionado en el salón, suelos de parquet de espiga, carpintería interior de madera, cerramientos de climalit con rotura de puente térmico y persianas motorizadas.

Económica comunidad de 60,31€/mes. ITE pasada favorablemente en el año 2020.

Vivienda perfectamente conectada, a unos pasos de todos los servicios cercanos: farmacias, colegios públicos y privados, escuelas infantiles y todo tipo de comercios. En el distrito de Arganzuela, este inmueble que está a pocos metros de la Estación Madrid- Puerta de Atocha. Destaca su proximidad al centro y a zonas culturales como El Museo Reina Sofía y Museo del Prado, que hacen de su ubicación un lugar perfecto para disfrutar de actividades culturales y de ocio, sin prescindir de áreas de recreo y esparcimiento como el Parque del Retiro y Madrid Rio. 
Su situación le confiere un atractivo único y especial. La zona cuenta con una completísima oferta de servicios; comercios, colegios, restaurantes, zonas verdes, centro de salud etc. Dispone de buena conexión por transporte público, cuenta con varias paradas de metro alrededor; Estación del Arte (L1) y Palos de la Frontera (L3), paradas de autobús con conexión con las líneas 27, 36, 119 y 41 a escasos metros. La zona es de fácil acceso, a través de la A-3 y M-30.",,,,,,,,,,,,,,,1,,,,1,,1,, A reformar,,, 4, Norte,https://www.redpiso.es/inmueble/piso-en-venta-en-paseo-santa-maria-de-la-cabeza-palos-de-moguer-arganzuela-madrid-madrid-RP1482024129470,ATOCHA-PALOS DE MOGUER,,redpiso,28/10/2024,Piso,PASEO SANTA MARIA DE LA CABEZA,Arganzuela,2,Palos de Moguer,26,28045
"Piso en venta en CALLE DULCE CHACON, Sanchinarro-Valdefuentes, Hortaleza",550.0, 471,20/05/2024,RP1122024126712,125.0, 80 ,2.0,2,REDPISO SANCHINARRO VENDE FABULOSA Y EXCLUSIVA VIVIENDA DE 2 DORMITORIOS Y 2 BAÑOS UBICADA EN LA ISLA DE CHAMARTÍN,"Se vende esta fabulosa y exclusiva vivienda ubicada en Isla de Chamartín. Se encuentra distribuida en 2 dormitorios (con armarios empotrados), 2 baños; uno de ellos con bañera. Salón y cocina independientes. La cocina se queda totalmente amueblada y equipada. Excelentes calidades; suelos de tarima, paredes lisas, puertas de madera, encimera de la cocina de silestone. Incluye una plaza de garaje y trastero.",,,,,,,,,,,1,1,,,1,,,,,,1,, Perfecto Estado,,, 4,,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-dulce-chacon-sanchinarro-valdefuentes-hortaleza-madrid-madrid-RP1122024126712,SANCHINARRO,,redpiso,28/10/2024,Piso,CALLE DULCE CHACON,Hortaleza,16,Valdefuentes,162,28055
"Piso en venta en CALLE GENERAL ARRANDO, Almagro, Chamberí",550.0, 452,24/06/2024,RP1922024127950,103.0, 97 ,1.0,2,,"Excelente oportunidad de inversión o para vivir en uno de los mejores barrios de Madrid. REDPISO PREMIUM ALMAGRO tiene el placer de presentarles en esta ocasión un hermoso apartamento para entrar a vivir. Recientemente se llevó a cabo una reforma integral, donde cada rincón de la casa fue renovado con materiales de máxima calidad, celosías, arcos y elementos decorativos que evocan al Madrid más señorial. Consta de 1 amplio dormitorio (con posibilidad de sacar un segundo dormitorio con una muy pequeña reforma) con baño de lujo en suite de la firma Gunny & Trentino. La cocina está equipada con todos los electrodomésticos necesarios (incluyendo lavadora/secadora), todos ellos de Bosch y Siemens. El salón consta de 35m2 en los que hay una zona lounge con un sofá cama muy amplio y mesa comedor, y otra zona de café y TV con chimenea electrónica y abundante decoración floral de la firma Sia. La vivienda cuenta con calefacción integral controlada por termostato independiente. No obstante, por su orientación, es un piso muy fresco en verano. Junto al salón existe otro baño completo equipado íntegramente con la gama alta de Roca. El apartamento dispone de 3 armarios empotrados (entrada, salón y dormitorio) donde hay espacio de almacenamiento para 4 personas. Existen dos preciosos patios interiores junto al salón y cocina por los que entra luz a la vivienda. Esta es sin duda es una estupenda ocasión para adquirir un producto único y muy demandado en la zona. Esta propiedad se sitúa en el pleno corazón del barrio de Almagro considerado uno de los más exclusivos de Madrid ya que en sus calles se encuentran algunas de las viviendas más lujosas y señoriales de la ciudad. Para visitarlo, contacte con nosotros en el 910 378 491.",,,,,,,,,,,,,,,1,,,,1,,1,, Perfecto Estado,,, 3, Noroeste,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-general-arrando-almagro-chamberi-madrid-madrid-RP1922024127950,CHAMBERÍ - ALMAGRO,,redpiso,28/10/2024,Piso,CALLE GENERAL ARRANDO,Chamberí,7,Almagro,74,28010
"Casa en venta en CALLE SANTA CRISTINA, 18, San Andrés, Villaverde",550.0, 171,23/08/2024,RP472024129657,405.0,Metros 405 ,20.0,3,,"Redpiso Villaverde Alto gestiona la venta de EDIFICIO DE DOS PLANTAS CON PATIO DE 140 m2 para reformar.
El edificio consta de 405 m2 en total y está planificado de la siguiente forma:

·Primera planta: Dos viviendas de 3 dormitorios, salón, cocina y baño.
·Planta baja:  Una vivienda de 3 dormitorios, salón, cocina y baño y plazas de garaje. También tiene la posibilidad de hacer dos estudios más.

Para más información y una mejor visión del proyecto contacte con nosotros para solicitar una visita guiada.

Se encuentra a 3 minutos de Metro y RENFE de Villaverde Alto. Al lado de todo tipo de comercios y servicios tales como supermercados, tiendas, bancos, centro de salud, farmacias, parques, institutos y colegios. 
A 5 minutos de carreteras como M-30; M-40; M-45; Avenida de Andalucía, carretera de Toledo y centro comercial “Westfield ParqueSur”. ¡Visite sin compromiso! Agencia inscrita en RAIN Nº 000596/20 con lo que os ofrecemos servicio completo de personal formado. Profesionales con más de 20 años de experiencia. Además disponemos de seguro de caución y responsabilidad civil para que su señal esté protegida!",,,,Plantas: 2,,,,,,1.0,1,,,,,,,,, 1950,,, A reformar,,,, Sur,https://www.redpiso.es/inmueble/casa-en-venta-en-calle-santa-cristina-18-san-andres-villaverde-madrid-madrid-RP472024129657,VILLAVERDE ALTO,,redpiso,28/10/2024,Casa,CALLE SANTA CRISTINA,Villaverde,17,Villaverde Alto,171,28021
"Piso en venta en CALLE ALFONSO RODRÍGUEZ CASTELAO, Fuentelarreina, Fuencarral-El Pardo",550.0, 196,07/10/2024,RP722024131011,125.0, 99 ,3.0,2,,"REDPISO CONSULTING INMOBILIARIO ISLA DE AROSA, S.L ofrece vivienda de 125 m2 catastrales con magníficas vistas.",,,,,,,,,,,1,,,,,,,,,,,, Perfecto Estado,24 ,116 KW , 3, Sureste,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-alfonso-rodriguez-castelao-fuentelarreina-fuencarral-el-pardo-madrid-madrid-RP722024131011,HERRERA ORIA-LACOMA,,redpiso,28/10/2024,Piso,CALLE ALFONSO RODRÍGUEZ CASTELAO,Fuencarral-El Pardo,8,El Pardo,81,28048
"Piso en venta en Cuatro Caminos, Tetuán",560.0, 1978,07/03/2024,RP2332024124432,122.0, 101 ,3.0,2,,"Piso exterior y luminoso a solo 3 minutos andando de la Avenida del General Perón.
Muy bien comunicado. Metro: Estrecho (L1) 
Planta 5ª que se distribuye en: 3 dormitorios, 2 baños, cocina independiente, salón comedor independiente con acceso a terraza exterior, 1 plaza de garaje con acceso directo a la finca.
Servicios centrales en calefacción y agua con contador individual. Aire acondicionado en salón y dormitorio.
Finca con portero y ascensor.",,,,,,,,,,,1,,,,1,,,,,,1,, Perfecto Estado,,,, Este,https://www.redpiso.es/inmueble/piso-en-venta-en-cuatro-caminos-tetuan-madrid-madrid-RP2332024124432,CUATRO CAMINOS-BERNABÉU,,redpiso,28/10/2024,Piso,,Tetuán,6,Cuatro Caminos,62,28020
"Piso en venta en CALLE CHILE, Nueva España, Chamartín",565.0, 192,09/10/2024,RP2392024131079,101.0,,3.0,1,"SE VENDE PISO EN LA CALLE CHILE, CHAMARTÍN, MADRID","Real Estate Nueva España. Pone a su disposición fantástica vivienda de 101 m² construidos, para reformar. Situada en una 2ª planta exterior de orientación este. Dispone de 3 habitaciones, un amplio salón-comedor, cocina independiente totalmente equipada y baño completo. Cada dormitorio cuenta con un armario. El suelo es de parqué. Calefacción y agua caliente individuales de gas natural. La finca cuenta con ascensor y conserje. Situado en una zona residencial, comunicado a escasos metros de los transportes públicos Metro Colombia y varias líneas de autobús. ¡Excelente oportunidad! ¡No dude en visitarlo!",,,,,,,,,,2.0,,,,,1,, Parquet, Gas Natural,,,1, Individual, A reformar,,,, Este,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-chile-nueva-espana-chamartin-madrid-madrid-RP2392024131079,CHAMARTIN-NUEVA ESPAÑA,,redpiso,28/10/2024,Piso,CALLE CHILE,Chamartín,5,Nueva España,55,28016
"Piso en venta en CALLE LOS MESEJO, Adelfas, Retiro",565.0, 311,13/09/2024,RP592024130255,121.0, 110 ,3.0,2,PISO EXTERIOR-TRES DORMITORIOS-DOS BAÑOS,"REDPISO PACIFICO vende en calle LOS MESEJO junto a la AVDA. CIUDAD DE BARCELONA amplia vivienda.
Ubicada en el Barrio de Las Adelfas dentro del distrito de El Retiro, se trata de una vivienda peculiar ya que si bien es una planta baja tiene altura mucho más elevada del nivel calle. La vivienda se caracteriza por su amplitud y que es toda exterior salvo los baños, cuenta con un hall de entrada con armario empotrado, cocina con tendedero, salón independiente, tres amplios dormitorios con armarios empotrados y dos baños ( uno con bañera y otro con amplio plato de ducha). El dormitorio principal cuenta con una zona de vestidor y baño propio. La calefacción y el agua caliente son de gas individual. La finca es de ladrillo siendo el año de su construcción 1991.",,,,,,,,,,,,,,,1,,,,1,,1,, Perfecto Estado,,, 5,,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-los-mesejo-adelfas-retiro-madrid-madrid-RP592024130255,PACIFICO,,redpiso,28/10/2024,Piso,CALLE LOS MESEJO,Retiro,3,Pacífico,31,28007
Apartamento en venta en Moncloa-Aravaca,569.0, 76,16/10/2024,RP1392024131343,116.0,,2.0,2,,"¡ESTUPENDO PISO EN URBANIZACIÓN!
Situado en una zona privilegiada en Avenida del Talgo. La superficie de 116 m² se distribuye en un cómodo salón-comedor, cocina equipada con tendedero cubierto, 2 dormitorios con armarios empotrados, 2 baños completos. Incluye una plaza de garaje. 
La urbanización ofrece amplias zonas verdes, piscina, dos pistas de pádel, parques infantiles. Servicio de vigilancia y conserjería 24 hrs.
Si deseas más información sobre nuestro inmueble, contáctanos a través del Tlf.: 914.258.662 - Email: aravaca@redpiso.es Además, podemos conseguir la mejor financiación con nuestro departamento Dcredit.",,,,,,,,,,,1,,,1,1,,,,,,1,, Perfecto Estado,,,, Este,https://www.redpiso.es/inmueble/apartamento-en-venta-en-moncloa-aravaca-madrid-madrid-RP1392024131343,ARAVACA-VALDEMARIN,,redpiso,28/10/2024,Apartamento,,Moncloa-Aravaca,9,Valdemarín,95,28023
"Piso en venta en CALLE Cava Baja, Palacio, Centro",580.0, 35,21/10/2024,RP1052024131531,113.0, 93 ,3.0,1,,"Piso  exterior de 113m2 distribuido en Hall, 3 dormitorios, gran salón comedor, amplísima cocina , baño y posible aseo. Armarios empotrados y pasillo. El piso esta ubicado en una de las mejores calles de la zona de la Latina ""La Cava Baja"", posee grandes ventanales con balcón en la zona del Salón, uno de sus dormitorios actualmente es exterior los otros dos con luz y ventanas interiores. La cocina es muy amplia y luminoso. Cuenta con aire acondicionado y calefacción gas natural.  No posee mas de dos muros de carga lo que permite una nueva redistribución. La vista de la zona desde los balcones es de las mejores del barrio.  Estando en el corazón del Barrio de la Latina posee supermercados, restaurantes, mercado, farmacias una gran zona de ocio. La finca esta en excelentes condiciones, cuenta con ascensor.  EXENTO DE IBI.
Necesita reforma ( próximamente compartiremos posibles reformas).
Mejor visitar reserve su cita",,,,,,,,,,,,,,,1,,,,1,,1,,,70 ,175 KW , 2,,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-cava-baja-palacio-centro-madrid-madrid-RP1052024131531,LATINA IMPERIAL,,redpiso,28/10/2024,Piso,CALLE Cava Baja,Latina,10,Imperial,21,28005
